date,weekdays,price,production,area,CPI,P.Gas,R.Gas,diesel,avg.temp,precipitation,wind.speed,avg.humid,t.sunhour,t.insolation,snow.depth,avg.gtemp,CHN.volume,USA.volume,ITA.volume,CHL.volume,ESP.volume
2017. 9. 13,수,22500,9069.529412,340.0588235,98.172,1927.67,1589.44,1381.06,21.4,0,1.9,49.3,11.9,21.6,0,23,1383.02,1683,931.005,161,43.6
2017. 9. 14,목,21000,9069.529412,340.0588235,98.172,1927.62,1590.44,1382.55,22.4,0,1.7,48.8,11.5,20.59,0,23.9,1383.02,1683,931.005,161,43.6
2017. 9. 15,금,19500,9069.529412,340.0588235,98.172,1928.4,1591.81,1384.36,22.6,0,3.6,48.4,11.3,19.03,0,25,1383.02,1683,931.005,161,43.6
2017. 9. 18,월,19500,9069.529412,340.0588235,98.172,1928.71,1593.79,1386.25,21.9,0,2.1,62.8,11.4,18.98,0,25.8,1383.02,1683,931.005,161,43.6
2017. 9. 19,화,19000,9069.529412,340.0588235,98.172,1929.23,1594.35,1386.76,22.6,8,3,79.1,2.1,7.26,0,24.6,1383.02,1683,931.005,161,43.6
2017. 9. 20,수,19000,9069.529412,340.0588235,98.172,1929.69,1594.72,1387.53,19.5,0,2.4,48.9,11.6,20.74,0,20.3,1383.02,1683,931.005,161,43.6
2017. 9. 21,목,19000,9069.529412,340.0588235,98.172,1929.74,1595.61,1388.19,20.3,0,1.6,57.3,11.5,19.35,0,21.7,1383.02,1683,931.005,161,43.6
2017. 9. 22,금,17500,9069.529412,340.0588235,98.172,1930.25,1596.12,1389,20.6,0,2.1,60.8,11,16.7,0,22.1,1383.02,1683,931.005,161,43.6
2017. 9. 25,월,17500,9069.529412,340.0588235,98.172,1929.76,1597.18,1390.59,23.4,0,1.4,58,10.4,16.62,0,25.2,1383.02,1683,931.005,161,43.6
2017. 9. 26,화,15500,9069.529412,340.0588235,98.172,1928.02,1598.74,1391.89,25.1,0,1.9,57,8.7,15.66,0,27,1383.02,1683,931.005,161,43.6
2017. 9. 27,수,15500,9069.529412,340.0588235,98.172,1930.77,1599.46,1392.69,22.7,0.5,1.7,66.4,0,0.02,0,24,1383.02,1683,931.005,161,43.6
2017. 9. 28,목,15500,9069.529412,340.0588235,98.172,1931.82,1600.45,1393.84,19.2,0,2.8,49.1,6.8,11.81,0,23,1383.02,1683,931.005,161,43.6
2017. 9. 29,금,14000,9069.529412,340.0588235,98.172,1931.88,1601.6,1395.08,17.4,0,2.2,39.3,10.5,13.75,0,20,1383.02,1683,931.005,161,43.6
2017. 10. 2,월,0,9069.529412,340.0588235,98.077,1933.67,1604.37,1398.47,22,1.5,2.3,62.3,10.2,11.2,0,21.7,565,1708,632.06,549,76.52
2017. 10. 3,화,0,9069.529412,340.0588235,98.077,1934.97,1606.15,1400.3,17.6,0,2.3,49.8,6.7,7.19,0,18.2,565,1708,632.06,549,76.52
2017. 10. 4,수,0,9069.529412,340.0588235,98.077,1936.53,1607.11,1401.57,16.7,0,1.8,48.5,8.5,9.93,0,17.5,565,1708,632.06,549,76.52
2017. 10. 5,목,0,9069.529412,340.0588235,98.077,1937.57,1607.48,1402.04,18.7,0,2.1,56.4,6.4,7.21,0,18.7,565,1708,632.06,549,76.52
2017. 10. 6,금,0,9069.529412,340.0588235,98.077,1937.22,1607.64,1402.52,18.9,0.5,2.3,66.4,4.6,5.32,0,19.4,565,1708,632.06,549,76.52
2017. 10. 9,월,0,9069.529412,340.0588235,98.077,1935.42,1608.9,1404.01,22.5,0,1.5,66,6.5,7.24,0,24.9,565,1708,632.06,549,76.52
2017. 10. 10,화,12500,9069.529412,340.0588235,98.077,1935.2,1608.11,1403.78,21.4,0.4,1.3,76.9,1,3.75,0,22.1,565,1708,632.06,549,76.52
2017. 10. 11,수,12000,9069.529412,340.0588235,98.077,1939.36,1608.98,1404.14,15.5,20,2.9,77.1,1.9,3.87,0,17.4,565,1708,632.06,549,76.52
2017. 10. 12,목,13000,9069.529412,340.0588235,98.077,1938.26,1609.2,1404.93,11.4,0,2,71,6.6,2.23,0,11.7,565,1708,632.06,549,76.52
2017. 10. 13,금,13000,9069.529412,340.0588235,98.077,1935.88,1609.48,1405.04,12.8,0,3.2,51,9.6,9.41,0,12.8,565,1708,632.06,549,76.52
2017. 10. 16,월,13000,9069.529412,340.0588235,98.077,1938.11,1610.05,1405.5,16.6,0,1.7,47.6,5.3,7.3,0,17.2,565,1708,632.06,549,76.52
2017. 10. 17,화,14000,9069.529412,340.0588235,98.077,1938.08,1609.62,1405.1,16.2,0,1.3,47.1,10.3,10.3,0,16.2,565,1708,632.06,549,76.52
2017. 10. 18,수,13000,9069.529412,340.0588235,98.077,1938.22,1609.34,1405.03,16.5,0.1,2.4,58.8,0.3,3.13,0,15.7,565,1708,632.06,549,76.52
2017. 10. 19,목,12500,9069.529412,340.0588235,98.077,1937.37,1609.23,1404.82,17,0,1.8,58.3,9.2,9.08,0,16.8,565,1708,632.06,549,76.52
2017. 10. 20,금,13000,9069.529412,340.0588235,98.077,1936.84,1609.03,1404.56,17,0,1.5,58.6,10.1,9.75,0,16.9,565,1708,632.06,549,76.52
2017. 10. 23,월,13000,9069.529412,340.0588235,98.077,1938.03,1609.17,1405.43,13.7,0,1.4,47,10.1,9.37,0,14.4,565,1708,632.06,549,76.52
2017. 10. 24,화,12500,9069.529412,340.0588235,98.077,1938.85,1608.8,1404.73,14.4,0,1.9,54.3,8.2,7.95,0,14.3,565,1708,632.06,549,76.52
2017. 10. 25,수,12500,9069.529412,340.0588235,98.077,1938.92,1608.65,1404.59,14.4,0,1.5,59,9.5,9.17,0,14.7,565,1708,632.06,549,76.52
2017. 10. 26,목,12500,9069.529412,340.0588235,98.077,1937.64,1608.83,1404.84,14.5,0,1.2,56.5,1.8,4.42,0,14.6,565,1708,632.06,549,76.52
2017. 10. 27,금,12000,9069.529412,340.0588235,98.077,1937.16,1608.51,1404.74,16.9,0,1.2,54.4,9.7,8.47,0,16.8,565,1708,632.06,549,76.52
2017. 10. 30,월,12500,9069.529412,340.0588235,98.077,1937.37,1608.77,1404.87,7.7,0,2.4,27.4,9.8,9.16,0,10.1,565,1708,632.06,549,76.52
2017. 10. 31,화,12000,9069.529412,340.0588235,98.077,1937.75,1609.03,1405.06,10.4,0,1.8,54.3,9.5,8.01,0,11.4,565,1708,632.06,549,76.52
2017. 11. 1,수,12000,9069.529412,340.0588235,97.347,1938.21,1609.38,1405.45,14.4,0,2.1,72.4,2,2.94,0,14.5,1494,1883.002,1115,426,80
2017. 11. 2,목,12000,9069.529412,340.0588235,97.347,1939.52,1609.82,1406.4,15.5,1,1.6,78.8,1.2,2.28,0,14.6,1494,1883.002,1115,426,80
2017. 11. 3,금,12000,9069.529412,340.0588235,97.347,1939.82,1610.11,1406.43,12.3,1.5,3.2,66,5.9,5.24,0,12.8,1494,1883.002,1115,426,80
2017. 11. 6,월,12500,9069.529412,340.0588235,97.347,1940.27,1611.33,1408.77,11.4,0,1.5,64.5,5.9,6.24,0,11.9,1494,1883.002,1115,426,80
2017. 11. 7,화,12500,9069.529412,340.0588235,97.347,1944.86,1615.21,1411.78,14.4,0,1.5,61.4,3.3,4.41,0,14.4,1494,1883.002,1115,426,80
2017. 11. 8,수,11500,9069.529412,340.0588235,97.347,1944.1,1617.17,1413.73,13.1,0,3,53.3,8,7.21,0,13.9,1494,1883.002,1115,426,80
2017. 11. 9,목,11500,9069.529412,340.0588235,97.347,1945.61,1618.94,1415.59,9.4,0,1.2,39.6,9.3,7.63,0,8.8,1494,1883.002,1115,426,80
2017. 11. 10,금,11500,9069.529412,340.0588235,97.347,1946.36,1620.23,1417.2,9.8,7.5,3,56.3,1.5,2.05,0,8.3,1494,1883.002,1115,426,80
2017. 11. 13,월,11000,9069.529412,340.0588235,97.347,1945.74,1621.82,1419.02,8.4,4.5,1.9,64.4,1.5,2.85,0,6.8,1494,1883.002,1115,426,80
2017. 11. 14,화,11000,9069.529412,340.0588235,97.347,1948.79,1625.13,1421.16,7.5,0,2.4,42.5,8.5,7.48,0,6.1,1494,1883.002,1115,426,80
2017. 11. 15,수,11000,9069.529412,340.0588235,97.347,1956.15,1627.04,1422.77,3.2,0,2.8,38.3,8.6,7.34,0,2.6,1494,1883.002,1115,426,80
2017. 11. 16,목,11000,9069.529412,340.0588235,97.347,1956.24,1627.8,1423.47,1,0,1.5,30.3,8.6,7.66,0,1.6,1494,1883.002,1115,426,80
2017. 11. 17,금,11000,9069.529412,340.0588235,97.347,1955.52,1628.15,1424.47,3,0,2.2,39.4,0,1.24,0,1.6,1494,1883.002,1115,426,80
2017. 11. 20,월,12000,9069.529412,340.0588235,97.347,1955.44,1629.84,1425.65,-0.4,0,1.4,55.3,6.1,5.4,0,-0.3,1494,1883.002,1115,426,80
2017. 11. 21,화,12000,9069.529412,340.0588235,97.347,1955.02,1630.63,1426.12,1.3,0,1.4,55.6,8.5,7.14,0,0.8,1494,1883.002,1115,426,80
2017. 11. 22,수,12000,9069.529412,340.0588235,97.347,1955.16,1630.87,1427.14,4.3,0.5,2.4,54.8,5.5,4.17,0,2.8,1494,1883.002,1115,426,80
2017. 11. 23,목,12000,9069.529412,340.0588235,97.347,1956.51,1631.11,1427.7,0.9,1.2,2.1,49.3,6.8,5.25,1.5,0.9,1494,1883.002,1115,426,80
2017. 11. 24,금,13000,9069.529412,340.0588235,97.347,1956.55,1631.61,1427.65,-0.4,0,1.8,62.5,7.9,6.34,1.5,1.2,1494,1883.002,1115,426,80
2017. 11. 27,월,12500,9069.529412,340.0588235,97.347,1955.89,1632.91,1429.16,2.5,0,1.3,53,5.2,5.9,0,1.9,1494,1883.002,1115,426,80
2017. 11. 28,화,12500,9069.529412,340.0588235,97.347,1956.53,1633.7,1429.49,6.4,0.5,1.1,64.1,3.4,4.21,0,3.9,1494,1883.002,1115,426,80
2017. 11. 29,수,12000,9069.529412,340.0588235,97.347,1957.08,1634.03,1430,3.2,0,2.8,48.3,8.4,7.04,0,4.3,1494,1883.002,1115,426,80
2017. 11. 30,목,12000,9069.529412,340.0588235,97.347,1957.72,1634.61,1430.56,-2.4,0,3.3,26.8,5.2,5.9,0,-0.2,1494,1883.002,1115,426,80
2017. 12. 1,금,0,9069.529412,340.0588235,97.698,1957.26,1634.48,1430.83,-2.2,0,1.6,49.4,6.1,5.97,0,-1.9,1649,1514.03,1009,558,49
2017. 12. 4,월,12500,9069.529412,340.0588235,97.698,1955.68,1634.89,1430.98,-1.2,0.1,3.4,48.1,8.4,6.79,0,1.2,1649,1514.03,1009,558,49
2017. 12. 5,화,11500,9069.529412,340.0588235,97.698,1955.87,1635.26,1431.83,-4.2,0.1,2.55,40.1,2.1,0.86,0.1,-2.7,1649,1514.03,1009,558,49
2017. 12. 6,수,11000,9069.529412,340.0588235,97.698,1956.37,1636.03,1432.01,0.2,1.2,2.55,72.6,7.7,6.14,1,0.4,1649,1514.03,1009,558,49
2017. 12. 7,목,11000,9069.529412,340.0588235,97.698,1956.46,1636.35,1432.15,0.7,0,1.7,64.5,7.4,5.85,0.9,1.7,1649,1514.03,1009,558,49
2017. 12. 8,금,11000,9069.529412,340.0588235,97.698,1956.13,1636.15,1431.86,-3.8,0,1.8,41.3,8.5,6.89,0,-1.7,1649,1514.03,1009,558,49
2017. 12. 11,월,11000,9069.529412,340.0588235,97.698,1955.53,1636.51,1432.5,-7,0,3.5,40.5,8.6,7.01,0,-3.2,1649,1514.03,1009,558,49
2017. 12. 12,화,11000,9069.529412,340.0588235,97.698,1956.65,1636.61,1432.33,-9.4,0,2.1,41.9,8.6,6.8,0,-6,1649,1514.03,1009,558,49
2017. 12. 13,수,11000,9069.529412,340.0588235,97.698,1955.75,1636.3,1431.99,-8.7,0,1.7,42,8.6,6.81,0,-6.4,1649,1514.03,1009,558,49
2017. 12. 14,목,10000,9069.529412,340.0588235,97.698,1954.31,1636.63,1432.35,-6.6,0,0.9,42.9,3.2,3.7,0,-5.4,1649,1514.03,1009,558,49
2017. 12. 15,금,9500,9069.529412,340.0588235,97.698,1954.37,1636.67,1432.91,-3,0,1,52.6,0.6,2.41,0,-3,1649,1514.03,1009,558,49
2017. 12. 18,월,10500,9069.529412,340.0588235,97.698,1952.97,1636.63,1432.8,-1.6,3.4,1.2,80,2.7,1.66,5.1,-1.6,1649,1514.03,1009,558,49
2017. 12. 19,화,11000,9069.529412,340.0588235,97.698,1954.62,1637.48,1433.73,-3.9,0,2.1,49.4,8.6,6.61,2.6,-2,1649,1514.03,1009,558,49
2017. 12. 20,수,10000,9069.529412,340.0588235,97.698,1955.14,1637.6,1433.9,-3.9,0.2,1.1,68,1.3,3.36,2.4,-2.6,1649,1514.03,1009,558,49
2017. 12. 21,목,10000,9069.529412,340.0588235,97.698,1955.09,1637.88,1434.64,-0.9,0,1.2,71.4,8.6,6.15,2.2,-2.2,1649,1514.03,1009,558,49
2017. 12. 22,금,10000,9069.529412,340.0588235,97.698,1955.95,1638.02,1434.57,3.4,0,1.1,66.6,3.1,3.41,0.8,0.4,1649,1514.03,1009,558,49
2017. 12. 25,월,0,9069.529412,340.0588235,97.698,1956.68,1637.71,1433.58,-2.1,0,2.8,43.1,8.9,6.77,0,-1,1649,1514.03,1009,558,49
2017. 12. 26,화,10000,9069.529412,340.0588235,97.698,1955.46,1637.55,1433.8,-3.8,0,2.9,41.8,8.6,6.72,0,-2.5,1649,1514.03,1009,558,49
2017. 12. 27,수,10000,9069.529412,340.0588235,97.698,1955.52,1637.86,1433.68,-6.9,0,1.9,31.4,8.9,6.61,0,-4.6,1649,1514.03,1009,558,49
2017. 12. 28,목,10000,9069.529412,340.0588235,97.698,1954.97,1637.81,1433.95,-2.1,0,1.3,47,3.3,3.79,0,-1.7,1649,1514.03,1009,558,49
2017. 12. 29,금,10000,9069.529412,340.0588235,97.698,1955.96,1637.77,1433.77,2.1,0,1.1,67,4.1,3.87,0,0.4,1649,1514.03,1009,558,49
2018. 1. 1,월,0,8127.411765,356.4117647,98.106,1956.18,1638.15,1433.75,-1.3,0,1.4,39.1,8.3,6.14,0,-1.7,1557,1649,1084,792,93
2018. 1. 2,화,10000,8127.411765,356.4117647,98.106,1954.63,1639.31,1435.57,-1.8,0,1.8,42,7.9,5.36,0,-2.3,1557,1649,1084,792,93
2018. 1. 3,수,9000,8127.411765,356.4117647,98.106,1956.27,1639.7,1435.87,-4.7,0,2.2,42.3,8.6,6.56,0,-3.4,1557,1649,1084,792,93
2018. 1. 4,목,9000,8127.411765,356.4117647,98.106,1956.48,1640.35,1436.96,-4.7,0,1.4,43,6.2,4.73,0,-3.3,1557,1649,1084,792,93
2018. 1. 5,금,9000,8127.411765,356.4117647,98.106,1956.52,1640.68,1436.93,-3,0,1.7,48.4,8.2,5.96,0,-2.6,1557,1649,1084,792,93
2018. 1. 8,월,9000,8127.411765,356.4117647,98.106,1957.85,1641.41,1437.65,1.3,0.9,1.8,51.9,0.5,2.39,1,0.4,1557,1649,1084,792,93
2018. 1. 9,화,9500,8127.411765,356.4117647,98.106,1957.25,1641.68,1437.99,-4.2,0.5,2.9,59.4,8.4,5.6,1,-1.2,1557,1649,1084,792,93
2018. 1. 10,수,10000,8127.411765,356.4117647,98.106,1957.27,1641.78,1438.77,-7.5,0.3,3,52,8.8,6.85,0.8,-2.9,1557,1649,1084,792,93
2018. 1. 11,목,10000,8127.411765,356.4117647,98.106,1955.22,1642.1,1438.91,-11.1,0,2.8,49.8,8.7,6.8,0,-5.6,1557,1649,1084,792,93
2018. 1. 12,금,10000,8127.411765,356.4117647,98.106,1955.62,1642.42,1439.41,-10.2,0,1.7,35.4,8.8,7.11,0,-6.1,1557,1649,1084,792,93
2018. 1. 15,월,9500,8127.411765,356.4117647,98.106,1956.52,1643.48,1441.14,4.7,0.2,1.4,63.9,6.5,4.67,0,1.5,1557,1649,1084,792,93
2018. 1. 16,화,10000,8127.411765,356.4117647,98.106,1957.94,1645.27,1441.7,3.5,0,0.7,59.1,0.5,2.4,0,0.7,1557,1649,1084,792,93
2018. 1. 17,수,10000,8127.411765,356.4117647,98.106,1956.52,1645.64,1442.4,4.5,0,1.2,64.1,4.8,4.17,0,1.7,1557,1649,1084,792,93
2018. 1. 18,목,10000,8127.411765,356.4117647,98.106,1959.36,1646.7,1443.48,2.1,0,1.9,59.6,5.2,4.48,0,1.3,1557,1649,1084,792,93
2018. 1. 19,금,10000,8127.411765,356.4117647,98.106,1959.84,1647.28,1444.21,1,0,1.6,43,8.7,6.56,0,0.3,1557,1649,1084,792,93
2018. 1. 22,월,11000,8127.411765,356.4117647,98.106,1960.38,1648.28,1445.79,0.2,3.3,1.5,56.5,0.7,1.91,1,-0.2,1557,1649,1084,792,93
2018. 1. 23,화,11500,8127.411765,356.4117647,98.106,1960.41,1648.77,1446.23,-11.7,0,3.7,42,9.1,7.62,1,-4.4,1557,1649,1084,792,93
2018. 1. 24,수,12000,8127.411765,356.4117647,98.106,1960.59,1648.88,1446.53,-14.2,0,3.4,31.6,8.9,7.73,0.9,-8.3,1557,1649,1084,792,93
2018. 1. 25,목,12500,8127.411765,356.4117647,98.106,1960.69,1649.61,1447.03,-14,0,2.8,32.6,8.3,7.28,0.7,-8.5,1557,1649,1084,792,93
2018. 1. 26,금,11500,8127.411765,356.4117647,98.106,1960.68,1649.91,1447.45,-14.8,0,2.6,34.9,7.37,6.32,0.5,-9.3,1557,1649,1084,792,93
2018. 1. 29,월,11500,8127.411765,356.4117647,98.106,1960.95,1650.32,1448.51,-8.5,0,2.7,35,8.9,7.68,0,-6.2,1557,1649,1084,792,93
2018. 1. 30,화,11500,8127.411765,356.4117647,98.106,1963.58,1652.34,1450.83,-5.3,2.9,1.3,62,5.6,5.41,3.5,-4.6,1557,1649,1084,792,93
2018. 1. 31,수,12500,8127.411765,356.4117647,98.106,1962.87,1652.96,1451,-2.6,0,1.6,54.5,1.8,3.9,3.5,-1.8,1557,1649,1084,792,93
2018. 2. 1,목,12500,8127.411765,356.4117647,98.855,1963.25,1653.01,1451.79,-4,0,1.6,44.1,9.1,8.09,1.6,-3.1,1540,1539.005,808.2,0,15.31
2018. 2. 2,금,11500,8127.411765,356.4117647,98.855,1963.71,1653.12,1452.21,-2.4,0,1.6,51.1,8.8,7.29,0,-2.8,1540,1539.005,808.2,0,15.31
2018. 2. 5,월,11500,8127.411765,356.4117647,98.855,1966.35,1653.77,1453.17,-9.4,0,3,37.8,9.3,14.31,0,-6.8,1540,1539.005,808.2,0,15.31
2018. 2. 6,화,12000,8127.411765,356.4117647,98.855,1966.5,1654.76,1453.14,-10.1,0,3.1,36.5,9,14.13,0,-6.9,1540,1539.005,808.2,0,15.31
2018. 2. 7,수,11500,8127.411765,356.4117647,98.855,1966.19,1654.96,1453.5,-8,0,1.5,39.8,9.2,13.39,0,-6.1,1540,1539.005,808.2,0,15.31
2018. 2. 8,목,11500,8127.411765,356.4117647,98.855,1964.66,1655.16,1453.6,-4.4,0,1.2,43.3,9.2,13.05,0,-3.9,1540,1539.005,808.2,0,15.31
2018. 2. 9,금,12500,8127.411765,356.4117647,98.855,1965.27,1655.42,1453.84,0.4,0,1.1,43.9,2.2,6.56,0,-1.3,1540,1539.005,808.2,0,15.31
2018. 2. 12,월,13500,8127.411765,356.4117647,98.855,1966.01,1655.87,1454.53,-5.8,0,2.7,40.8,8.7,13.74,0,-3.2,1540,1539.005,808.2,0,15.31
2018. 2. 13,화,12500,8127.411765,356.4117647,98.855,1965.31,1655.84,1454.29,-0.8,0,2.7,54.5,8.3,13.72,0,-1.5,1540,1539.005,808.2,0,15.31
2018. 2. 14,수,12500,8127.411765,356.4117647,98.855,1966.42,1655.49,1453.64,3.5,0,2.6,51,3.3,6.92,0,1.7,1540,1539.005,808.2,0,15.31
2018. 2. 15,목,0,8127.411765,356.4117647,98.855,1963.87,1654.81,1452.98,-0.7,0,2.5,28,7.6,12.76,0,0.9,1540,1539.005,808.2,0,15.31
2018. 2. 16,금,0,8127.411765,356.4117647,98.855,1965.19,1655.21,1453.51,-1.1,0,2.1,40.1,9.7,14.1,0,-0.1,1540,1539.005,808.2,0,15.31
2018. 2. 19,월,11500,8127.411765,356.4117647,98.855,1956.58,1654.14,1452.63,1.8,0,1.5,48.6,4.8,10.08,0,1.1,1540,1539.005,808.2,0,15.31
2018. 2. 20,화,11500,8127.411765,356.4117647,98.855,1959.07,1652.96,1451.5,0.9,0,2.5,41,8.3,13.56,0,1.2,1540,1539.005,808.2,0,15.31
2018. 2. 21,수,11000,8127.411765,356.4117647,98.855,1961.24,1652.12,1450.82,-0.9,0,2.3,31.5,9.8,15.28,0,0.2,1540,1539.005,808.2,0,15.31
2018. 2. 22,목,11000,8127.411765,356.4117647,98.855,1959.82,1651.35,1450.34,1.3,0.4,2.2,59,6.4,9.45,0.4,0.2,1540,1539.005,808.2,0,15.31
2018. 2. 23,금,11000,8127.411765,356.4117647,98.855,1959.81,1651.2,1449.92,4.2,3.7,1.9,81.1,4.8,9.43,4.1,2.4,1540,1539.005,808.2,0,15.31
2018. 2. 26,월,12000,8127.411765,356.4117647,98.855,1959.86,1650.8,1449.71,3.1,0,1.4,43.1,10.2,16.36,0,2.5,1540,1539.005,808.2,0,15.31
2018. 2. 27,화,12500,8127.411765,356.4117647,98.855,1959.93,1650.75,1449.76,4.2,0,0.9,48.8,0,2.86,0,0.4,1540,1539.005,808.2,0,15.31
2018. 2. 28,수,12500,8127.411765,356.4117647,98.855,1961.85,1650.75,1449.42,4.6,25,2,73.3,0,1.71,0,2,1540,1539.005,808.2,0,15.31
2018. 3. 1,목,0,8127.411765,356.4117647,98.751,1960.4,1650.62,1449.49,-0.2,0.5,3.8,61.9,8.7,17.94,0,2.5,1546,1695.003,1118.01,829,63
2018. 3. 2,금,12500,8127.411765,356.4117647,98.751,1961.83,1650.27,1449.33,-0.7,0,1.5,34,10.3,19.03,0,1.1,1546,1695.003,1118.01,829,63
2018. 3. 5,월,12500,8127.411765,356.4117647,98.751,1955.74,1647.8,1447.06,5.5,3.5,2,67.5,7,13.8,0,6.7,1546,1695.003,1118.01,829,63
2018. 3. 6,화,12500,8127.411765,356.4117647,98.751,1956.29,1648.63,1447.51,4.5,0,1.6,46.8,10.6,17.85,0,4.1,1546,1695.003,1118.01,829,63
2018. 3. 7,수,12500,8127.411765,356.4117647,98.751,1957.03,1648.55,1447.32,6.4,0.5,1.8,54,3,10.76,0,4.4,1546,1695.003,1118.01,829,63
2018. 3. 8,목,12500,8127.411765,356.4117647,98.751,1958.61,1648.21,1447.22,4.6,4,1.9,76,5.1,10.3,0,6.5,1546,1695.003,1118.01,829,63
2018. 3. 9,금,12500,8127.411765,356.4117647,98.751,1958.36,1647.41,1446.25,4.5,0,1.5,63.3,5.1,10.22,0,4.3,1546,1695.003,1118.01,829,63
2018. 3. 12,월,12500,8127.411765,356.4117647,98.751,1958.02,1646.73,1445.65,8,0,1.4,45.8,7.5,13.92,0,6.6,1546,1695.003,1118.01,829,63
2018. 3. 13,화,12500,8127.411765,356.4117647,98.751,1956.87,1645.72,1444.94,12.4,0,1.8,60.5,6.6,14.17,0,10.6,1546,1695.003,1118.01,829,63
2018. 3. 14,수,12500,8127.411765,356.4117647,98.751,1957.26,1645.01,1444.45,17,0,2.3,58.8,7.9,15.46,0,14.8,1546,1695.003,1118.01,829,63
2018. 3. 15,목,12500,8127.411765,356.4117647,98.751,1956.19,1643.63,1443.03,12.4,27,2.1,92.1,0,1.47,0,12.2,1546,1695.003,1118.01,829,63
2018. 3. 16,금,12500,8127.411765,356.4117647,98.751,1955.62,1641.87,1441.09,7.1,0,1.9,46.9,11,21.16,0,9.6,1546,1695.003,1118.01,829,63
2018. 3. 19,월,12500,8127.411765,356.4117647,98.751,1954.6,1640.99,1439.72,8,1,2.5,64.5,0,3.33,0,7.5,1546,1695.003,1118.01,829,63
2018. 3. 20,화,12500,8127.411765,356.4117647,98.751,1955.38,1640.12,1439.08,4.7,0,3.4,39.9,5.4,14.36,0,5.2,1546,1695.003,1118.01,829,63
2018. 3. 21,수,12500,8127.411765,356.4117647,98.751,1954.89,1639.67,1438.53,2.1,1,1.7,64.1,0.4,6.13,0,3.2,1546,1695.003,1118.01,829,63
2018. 3. 22,목,12500,8127.411765,356.4117647,98.751,1954.44,1638.85,1437.53,4.9,0,2.2,61.5,10.7,20.45,0,7.3,1546,1695.003,1118.01,829,63
2018. 3. 23,금,12500,8127.411765,356.4117647,98.751,1954.93,1637.89,1437.13,6.1,0,2,55.3,8.7,19.08,0,7.6,1546,1695.003,1118.01,829,63
2018. 3. 26,월,12500,8127.411765,356.4117647,98.751,1954.82,1638.16,1437.24,11,0,1.9,64.5,9.1,19.06,0,12.2,1546,1695.003,1118.01,829,63
2018. 3. 27,화,12500,8127.411765,356.4117647,98.751,1957.43,1639.71,1438.39,13.3,0,1.6,61.1,7.9,15.98,0,12.6,1546,1695.003,1118.01,829,63
2018. 3. 28,수,12500,8127.411765,356.4117647,98.751,1957.61,1639.26,1438.3,14,0,2.2,66.4,5.2,13.94,0,13.1,1546,1695.003,1118.01,829,63
2018. 3. 29,목,12500,8127.411765,356.4117647,98.751,1957.49,1639.07,1437.67,15.4,0,1.6,66.3,7.5,14.86,0,15.1,1546,1695.003,1118.01,829,63
2018. 3. 30,금,11500,8127.411765,356.4117647,98.751,1957.06,1638.83,1437.36,14.8,0,1.7,55.6,9.9,20.01,0,14.9,1546,1695.003,1118.01,829,63
2018. 4. 2,월,12500,8127.411765,356.4117647,98.931,1957.79,1638.53,1437.53,18.4,0,1.9,64,5.6,14.14,0,17.8,1335.01,1724,1033,327,106
2018. 4. 3,화,12500,8127.411765,356.4117647,98.931,1961.17,1639.65,1438.95,17.8,0.1,2.1,72.9,0.8,6.88,0,17.2,1335.01,1724,1033,327,106
2018. 4. 4,수,12500,8127.411765,356.4117647,98.931,1961.21,1639.5,1438.58,13.4,18.5,1.9,67,8,19.56,0,15.9,1335.01,1724,1033,327,106
2018. 4. 5,목,12500,8127.411765,356.4117647,98.931,1960.65,1639.3,1438.77,7.6,10.5,2,90.6,0,2.15,0,8.9,1335.01,1724,1033,327,106
2018. 4. 6,금,12500,8127.411765,356.4117647,98.931,1960.17,1638.34,1438.01,5.8,6.5,3.1,71.6,4,11.19,0,8.7,1335.01,1724,1033,327,106
2018. 4. 9,월,12500,8127.411765,356.4117647,98.931,1959.86,1638.56,1438.05,7.9,0,1.1,57.9,9.5,21.52,0,10,1335.01,1724,1033,327,106
2018. 4. 10,화,12500,8127.411765,356.4117647,98.931,1960.41,1638.41,1437.7,15.1,5,3.5,51,6.3,17.52,0,13,1335.01,1724,1033,327,106
2018. 4. 11,수,12500,8127.411765,356.4117647,98.931,1957.44,1637.11,1436.29,12.6,0,3,49.4,11.8,24.86,0,15.1,1335.01,1724,1033,327,106
2018. 4. 12,목,12500,8127.411765,356.4117647,98.931,1960.64,1638.7,1437.94,13.3,0,2.6,30.5,12,24.56,0,13.6,1335.01,1724,1033,327,106
2018. 4. 13,금,12500,8127.411765,356.4117647,98.931,1962.07,1638.85,1438.43,14.6,0,1.3,22.9,2.7,12.68,0,12.1,1335.01,1724,1033,327,106
2018. 4. 16,월,12500,8127.411765,356.4117647,98.931,1962,1639.21,1439.12,11.6,0,1.6,41.9,12.3,24.79,0,13.3,1335.01,1724,1033,327,106
2018. 4. 17,화,12500,8127.411765,356.4117647,98.931,1962.29,1639.91,1439.53,12.9,0,1.9,37.9,12.2,24.03,0,14.2,1335.01,1724,1033,327,106
2018. 4. 18,수,12500,8127.411765,356.4117647,98.931,1963.55,1640.27,1440.27,12.4,0,1.9,35.4,12,25.09,0,16.2,1335.01,1724,1033,327,106
