date,weekdays,price,production,area,CPI,P.Gas,R.Gas,diesel,avg.temp,precipitation,wind.speed,avg.humid,t.sunhour,t.insolation,snow.depth,avg.gtemp,CHN.volume,USA.volume,ITA.volume,CHL.volume,ESP.volume
2019. 7. 9,화,8000,9748,335.7058824,99.187,1905.87,1584.94,1451.41,25,0,1.8,46.4,7.7,18.2,0,29.8,1386.06,2442,911,281,99.5
2019. 7. 10,수,8000,9748,335.7058824,99.187,1906.36,1584.96,1451.12,22.7,8.5,2,64.1,3.1,13.4,0,26.8,1386.06,2442,911,281,99.5
2019. 7. 11,목,8500,9748,335.7058824,99.187,1906.08,1584.69,1450.92,21.9,2.9,1.3,76.9,0,8.59,0,23.2,1386.06,2442,911,281,99.5
2019. 7. 12,금,8500,9748,335.7058824,99.187,1905.81,1584.18,1450.75,23.6,0,2,65.5,7,18.43,0,26.1,1386.06,2442,911,281,99.5
2019. 7. 15,월,8500,9748,335.7058824,99.187,1905.15,1584.14,1450.56,23.8,7.7,1.1,80,0.1,7.32,0,24.6,1386.06,2442,911,281,99.5
2019. 7. 16,화,9000,9748,335.7058824,99.187,1906.91,1585.16,1451.25,24.7,6.3,1.3,79,4,13.41,0,25.7,1386.06,2442,911,281,99.5
2019. 7. 17,수,9000,9748,335.7058824,99.187,1907.46,1585.44,1451.42,25.6,0.7,1.2,73.9,1,11.19,0,26.4,1386.06,2442,911,281,99.5
2019. 7. 18,목,10000,9748,335.7058824,99.187,1907.48,1585.76,1451.22,26.9,0,1.2,65,3.2,12.78,0,26.5,1386.06,2442,911,281,99.5
2019. 7. 19,금,10000,9748,335.7058824,99.187,1905.66,1585.58,1450.85,28.6,0,1.5,61.3,9.8,21.8,0,30.9,1386.06,2442,911,281,99.5
2019. 7. 22,월,9000,9748,335.7058824,99.187,1906.28,1586.12,1451.52,26.7,0.1,2.2,74.6,6.1,13.12,0,26.9,1386.06,2442,911,281,99.5
2019. 7. 23,화,9000,9748,335.7058824,99.187,1906.58,1586.05,1451.48,28.1,0,1.7,70.8,4,13.34,0,29.3,1386.06,2442,911,281,99.5
2019. 7. 24,수,8500,9748,335.7058824,99.187,1904.59,1586.17,1451.53,26.5,1,1.6,82.3,0,3.17,0,26.5,1386.06,2442,911,281,99.5
2019. 7. 25,목,8500,9748,335.7058824,99.187,1904.47,1586.47,1451.67,26.3,9.7,1.2,90.1,0,3.47,0,26.6,1386.06,2442,911,281,99.5
2019. 7. 26,금,8000,9748,335.7058824,99.187,1906.89,1586.81,1451.66,25.1,60,1.7,95.3,0,2.35,0,25.4,1386.06,2442,911,281,99.5
2019. 7. 29,월,8000,9748,335.7058824,99.187,1907.67,1586.94,1451.99,27.5,0.5,2.6,74.5,2.6,9.43,0,27.5,1386.06,2442,911,281,99.5
2019. 7. 30,화,9000,9748,335.7058824,99.187,1907.43,1587.38,1452.43,28.1,1.2,3.4,75.3,1.6,8.26,0,27.2,1386.06,2442,911,281,99.5
2019. 7. 31,수,9000,9748,335.7058824,99.187,1906.84,1587.58,1452.6,25.8,62.3,2.2,91.1,0,3.01,0,25.7,1386.06,2442,911,281,99.5
2019. 8. 1,목,8000,9748,335.7058824,99.425,1906.84,1587.58,1452.37,26.3,26.9,1.7,86.4,4.9,13.55,0,26.7,641.005,1334,1362.004,0.04,173
2019. 8. 2,금,8000,9748,335.7058824,99.425,1908.54,1588.51,1453.55,28.4,0,1.2,74.6,8.3,15.74,0,28.8,641.005,1334,1362.004,0.04,173
2019. 8. 5,월,8000,9748,335.7058824,99.425,1908.64,1588.85,1453.47,30.5,0,1.1,65.5,11.2,20.66,0,30.5,641.005,1334,1362.004,0.04,173
2019. 8. 6,화,9000,9748,335.7058824,99.425,1907.1,1588.86,1453.88,31.6,0,1.5,51.4,9.9,22.91,0,31.7,641.005,1334,1362.004,0.04,173
2019. 8. 7,수,10000,9748,335.7058824,99.425,1905.85,1588.58,1453.33,26.9,8,1.2,78.1,1.9,6.91,0,27.5,641.005,1334,1362.004,0.04,173
2019. 8. 8,목,12000,9748,335.7058824,99.425,1903.46,1588.22,1453.47,28.9,0,1.6,71.4,7.5,15.87,0,29.7,641.005,1334,1362.004,0.04,173
2019. 8. 9,금,11000,9748,335.7058824,99.425,1902.84,1587.91,1453.41,29.8,0,1.3,69,10.8,19.37,0,30.3,641.005,1334,1362.004,0.04,173
2019. 8. 12,월,11000,9748,335.7058824,99.425,1901.77,1588,1453.17,26.6,56.2,1.3,91.8,0.3,4.8,0,26.8,641.005,1334,1362.004,0.04,173
2019. 8. 13,화,11000,9748,335.7058824,99.425,1900.94,1588.6,1453.35,29.2,6.4,1.5,76.9,7.3,16.91,0,30.7,641.005,1334,1362.004,0.04,173
2019. 8. 14,수,11500,9748,335.7058824,99.425,1902.23,1588.21,1453.2,30.4,0,1.5,63.9,9.2,20.99,0,30.5,641.005,1334,1362.004,0.04,173
2019. 8. 15,목,0,9748,335.7058824,99.425,1902.12,1588.03,1453.42,25.9,16.2,1.3,82,0.1,5.51,0,27,641.005,1334,1362.004,0.04,173
2019. 8. 16,금,11500,9748,335.7058824,99.425,1902.98,1588.1,1453.41,25.9,0.1,2.2,74.5,7.5,14.1,0,27.3,641.005,1334,1362.004,0.04,173
2019. 8. 19,월,11000,9748,335.7058824,99.425,1901.07,1588.39,1453.6,26.3,0,1.1,60.6,11.1,18.16,0,27.2,641.005,1334,1362.004,0.04,173
2019. 8. 20,화,11000,9748,335.7058824,99.425,1902.25,1588.78,1453.92,28.2,0,1.5,56.3,10.5,21.06,0,30.2,641.005,1334,1362.004,0.04,173
2019. 8. 21,수,11000,9748,335.7058824,99.425,1902.08,1588.75,1453.93,27,1.3,1.2,67.3,3.2,11.43,0,29.2,641.005,1334,1362.004,0.04,173
2019. 8. 22,목,11000,9748,335.7058824,99.425,1901.79,1589.81,1454.96,26.9,0,1.7,66.5,10.7,23.16,0,31.5,641.005,1334,1362.004,0.04,173
2019. 8. 23,금,11500,9748,335.7058824,99.425,1901.78,1590.16,1455.12,26.2,0,2.1,58.4,12,23.84,0,31.7,641.005,1334,1362.004,0.04,173
2019. 8. 26,월,11500,9748,335.7058824,99.425,1901.14,1590.91,1455.24,26.4,0,1.2,63.8,9.2,18.4,0,31.5,641.005,1334,1362.004,0.04,173
2019. 8. 27,화,11500,9748,335.7058824,99.425,1902.5,1590.86,1455.49,25.7,20,1,71.1,5.6,13.22,0,26.4,641.005,1334,1362.004,0.04,173
2019. 8. 28,수,12000,9748,335.7058824,99.425,1903.85,1591.82,1456.15,26.1,0,1.9,66.2,7.92,17.7,0,27.7,641.005,1334,1362.004,0.04,173
2019. 8. 29,목,12500,9748,335.7058824,99.425,1904.41,1592.91,1456.88,23.4,36.9,2.2,77.1,4.9,17.7,0,25.9,641.005,1334,1362.004,0.04,173
2019. 8. 30,금,13500,9748,335.7058824,99.425,1904.94,1594.42,1458.45,22.6,0.2,2.4,66.3,8.8,17.84,0,24.1,641.005,1334,1362.004,0.04,173
2019. 9. 2,월,11500,9748,335.7058824,99.794,1923.81,1622.4,1479.77,24.4,0,1.6,56.6,7.4,16.85,0,24.8,1552.01,1496,1344.3,0,118.2
2019. 9. 3,화,12500,9748,335.7058824,99.794,1927.68,1625.31,1481.44,24.1,0,2.3,67.6,2.9,11.6,0,26.3,1552.01,1496,1344.3,0,118.2
2019. 9. 4,수,12500,9748,335.7058824,99.794,1928.65,1626.68,1482.35,22.8,22.7,2.5,89,1.1,5.68,0,23.5,1552.01,1496,1344.3,0,118.2
2019. 9. 5,목,15000,9748,335.7058824,99.794,1929.26,1626.95,1482.82,23,36.4,2,91.4,1.5,6.07,0,23.7,1552.01,1496,1344.3,0,118.2
2019. 9. 6,금,16000,9748,335.7058824,99.794,1927.92,1626.73,1482.05,25.3,2.4,2.1,79.8,0.4,9.29,0,25.5,1552.01,1496,1344.3,0,118.2
2019. 9. 9,월,15000,9748,335.7058824,99.794,1928.81,1627.32,1482.53,25.1,0,1.7,74.3,2,10.04,0,25.2,1552.01,1496,1344.3,0,118.2
2019. 9. 10,화,16500,9748,335.7058824,99.794,1928.56,1627.24,1482.54,23.8,63.2,2.4,93.4,1,5.74,0,24.4,1552.01,1496,1344.3,0,118.2
2019. 9. 11,수,13500,9748,335.7058824,99.794,1929.25,1627.89,1482.6,24.3,7.6,3.1,71.4,6.9,16.56,0,24.9,1552.01,1496,1344.3,0,118.2
2019. 9. 12,목,0,9748,335.7058824,99.794,1928.87,1627.61,1482.27,21,3.9,2.6,72.3,0,4.09,0,21.9,1552.01,1496,1344.3,0,118.2
2019. 9. 13,금,0,9748,335.7058824,99.794,1929.46,1627.82,1482.5,23.3,0.1,1.7,60.4,10.9,21.35,0,24.4,1552.01,1496,1344.3,0,118.2
2019. 9. 16,월,10000,9748,335.7058824,99.794,1929.04,1628.39,1483.05,24.5,0,2.1,53,9.4,19.91,0,27.4,1552.01,1496,1344.3,0,118.2
2019. 9. 17,화,9000,9748,335.7058824,99.794,1934.69,1632.61,1486.73,23.5,0,2.1,41.6,10.6,20.01,0,25.4,1552.01,1496,1344.3,0,118.2
2019. 9. 18,수,9000,9748,335.7058824,99.794,1936.04,1635.68,1489.46,21,0,3.1,46,11.7,21.9,0,25.4,1552.01,1496,1344.3,0,118.2
2019. 9. 19,목,10000,9748,335.7058824,99.794,1938.35,1638.24,1492.04,19.5,0,1.9,46.5,10.2,19.83,0,23.3,1552.01,1496,1344.3,0,118.2
2019. 9. 20,금,12500,9748,335.7058824,99.794,1939,1639.85,1493.4,19.6,0,2.1,52.8,1.3,8.64,0,21.5,1552.01,1496,1344.3,0,118.2
2019. 9. 23,월,15000,9748,335.7058824,99.794,1938.52,1641.83,1494.86,20,0,2.2,51.1,9,16.92,0,20.2,1552.01,1496,1344.3,0,118.2
2019. 9. 24,화,16000,9748,335.7058824,99.794,1941.17,1643.3,1495.72,19.8,0,1.8,61.3,11.4,20.17,0,23,1552.01,1496,1344.3,0,118.2
2019. 9. 25,수,17500,9748,335.7058824,99.794,1941.94,1643.95,1496.28,20.9,0,1.4,64.4,8.8,16.44,0,23.4,1552.01,1496,1344.3,0,118.2
2019. 9. 26,목,18500,9748,335.7058824,99.794,1941.98,1644.31,1496.9,22.9,0,1.9,59.3,8.1,15.5,0,25.1,1552.01,1496,1344.3,0,118.2
2019. 9. 27,금,20000,9748,335.7058824,99.794,1938.97,1644.18,1496.8,22.9,0,1.9,57.5,3.5,10.42,0,24.4,1552.01,1496,1344.3,0,118.2
2019. 9. 30,월,18500,9748,335.7058824,99.794,1939.33,1644.89,1497.39,22.4,0,1.6,61,10.5,18.37,0,24.3,1552.01,1496,1344.3,0,118.2
2019. 10. 1,화,20000,9748,335.7058824,100.041,1938.25,1644.65,1497.17,23.1,0,1.8,67.1,7.5,13.05,0,24.5,845.006,1482,739.9,148,97.4
2019. 10. 2,수,17500,9748,335.7058824,100.041,1937.29,1643.68,1496.55,21.6,23.1,3,88,0,3.4,0,22.2,845.006,1482,739.9,148,97.4
2019. 10. 3,목,0,9748,335.7058824,100.041,1936.81,1643.64,1496.04,22.4,4.6,2.8,73.4,6,10.14,0,22.6,845.006,1482,739.9,148,97.4
2019. 10. 4,금,19000,9748,335.7058824,100.041,1936.24,1641.77,1494.15,22.4,0,2.1,71.5,9.9,16.23,0,22.9,845.006,1482,739.9,148,97.4
2019. 10. 7,월,17500,9748,335.7058824,100.041,1933.66,1640.24,1492.71,14.8,25.4,1.8,92,0,1.49,0,16.7,845.006,1482,739.9,148,97.4
2019. 10. 8,화,16000,9748,335.7058824,100.041,1932.84,1639.36,1491.94,14.7,0,2.6,58.8,10.3,16.78,0,16.7,845.006,1482,739.9,148,97.4
2019. 10. 9,수,0,9748,335.7058824,100.041,1933.07,1638.8,1490.92,13.6,0,1.7,48.3,10.6,17.42,0,14.1,845.006,1482,739.9,148,97.4
2019. 10. 10,목,14000,9748,335.7058824,100.041,1932.28,1638.27,1490.33,15.2,0,1.3,60.9,1.1,8.06,0,16,845.006,1482,739.9,148,97.4
2019. 10. 11,금,13000,9748,335.7058824,100.041,1930.67,1637.61,1489.97,18.8,0,1.9,60,10.3,16.44,0,18.4,845.006,1482,739.9,148,97.4
2019. 10. 14,월,13000,9748,335.7058824,100.041,1930.48,1636.05,1487.74,14.4,0,2.5,56.9,10.1,14.54,0,17.1,845.006,1482,739.9,148,97.4
2019. 10. 15,화,12000,9748,335.7058824,100.041,1930.51,1635.65,1486.96,14.5,0,1.6,55.6,7.7,14.07,0,14.5,845.006,1482,739.9,148,97.4
2019. 10. 16,수,12500,9748,335.7058824,100.041,1930.09,1635.2,1486.77,14.6,0,1.6,58.3,9.8,15.6,0,16.3,845.006,1482,739.9,148,97.4
2019. 10. 17,목,12000,9748,335.7058824,100.041,1929.94,1634.75,1485.9,15.4,0,1.7,56,7.4,12.02,0,17.2,845.006,1482,739.9,148,97.4
2019. 10. 18,금,13500,9748,335.7058824,100.041,1929.04,1633.82,1484.68,17,0,2.4,58.3,8,12.08,0,17.4,845.006,1482,739.9,148,97.4
2019. 10. 21,월,13500,9748,335.7058824,100.041,1926.71,1632.31,1483.22,17.1,0,1,61,9.6,14.4,0,15.9,845.006,1482,739.9,148,97.4
2019. 10. 22,화,13000,9748,335.7058824,100.041,1926.76,1631.36,1482.26,18.1,0,1.6,56.1,9.1,13.66,0,18.3,845.006,1482,739.9,148,97.4
2019. 10. 23,수,13000,9748,335.7058824,100.041,1928.74,1630.43,1481.54,17,0,2.4,57.3,0.7,8.08,0,17.3,845.006,1482,739.9,148,97.4
2019. 10. 24,목,14000,9748,335.7058824,100.041,1928.75,1629.59,1480.79,18.3,0,2.7,47.6,6.6,11.56,0,19.4,845.006,1482,739.9,148,97.4
2019. 10. 25,금,14000,9748,335.7058824,100.041,1927.47,1628.53,1478.64,16.7,0,2.4,58,7.1,12.29,0,17.2,845.006,1482,739.9,148,97.4
2019. 10. 28,월,14000,9748,335.7058824,100.041,1926.14,1627.26,1477.07,12.9,1.7,2.5,65.9,7.3,11.62,0,13,845.006,1482,739.9,148,97.4
2019. 10. 29,화,14000,9748,335.7058824,100.041,1924.94,1626.5,1476.4,12.5,0.1,2.3,61,9,12.41,0,12.4,845.006,1482,739.9,148,97.4
2019. 10. 30,수,14000,9748,335.7058824,100.041,1923.85,1625.78,1475.42,11.2,0,1.6,60.3,9.6,14.08,0,11.2,845.006,1482,739.9,148,97.4
2019. 10. 31,목,15000,9748,335.7058824,100.041,1924.12,1625.34,1475.45,14.8,0,2.3,73.8,8,10.34,0,14.2,845.006,1482,739.9,148,97.4
2019. 11. 1,금,16500,9748,335.7058824,99.481,1923.08,1624.14,1474.38,14.9,0,1.8,57.9,9.5,13.85,0,14.8,1778,1176,1028.02,0,114.4
2019. 11. 4,월,17500,9748,335.7058824,99.481,1920.83,1623.62,1473.41,13.8,0,2.1,57.8,9.7,13.83,0,13.7,1778,1176,1028.02,0,114.4
2019. 11. 5,화,19000,9748,335.7058824,99.481,1920.26,1621.38,1471.52,12.4,0,1.6,65.1,8,11.04,0,12.4,1778,1176,1028.02,0,114.4
2019. 11. 6,수,19000,9748,335.7058824,99.481,1918.6,1619.75,1470.34,11,0,1.8,63.6,7.5,10.63,0,11,1778,1176,1028.02,0,114.4
2019. 11. 7,목,19000,9748,335.7058824,99.481,1918.07,1618.97,1469.42,9.2,0,2.7,42.8,9.5,13.4,0,10.3,1778,1176,1028.02,0,114.4
2019. 11. 8,금,19000,9748,335.7058824,99.481,1917.53,1618.67,1469.2,6.8,0,1.9,31.4,9.7,13.98,0,7.3,1778,1176,1028.02,0,114.4
2019. 11. 11,월,17500,9748,335.7058824,99.481,1914.68,1617.43,1467.83,11.2,1.1,2.4,71.6,7.2,8.97,0,11.4,1778,1176,1028.02,0,114.4
2019. 11. 12,화,16500,9748,335.7058824,99.481,1914.19,1618.15,1467.84,9.3,0,1.4,63.6,5.7,8.06,0,8.5,1778,1176,1028.02,0,114.4
2019. 11. 13,수,17500,9748,335.7058824,99.481,1913.55,1617.87,1467.35,7.2,7.5,2.8,72.3,0,1.25,0,7.7,1778,1176,1028.02,0,114.4
2019. 11. 14,목,17500,9748,335.7058824,99.481,1913.6,1617.84,1466.86,1.3,0,2.9,30.6,9.7,13.15,0,2.6,1778,1176,1028.02,0,114.4
2019. 11. 15,금,16500,9748,335.7058824,99.481,1913.96,1617.92,1466.65,5.6,18.8,2,87.4,0.1,1.92,0,6.2,1778,1176,1028.02,0,114.4
2019. 11. 18,월,16500,9748,335.7058824,99.481,1915.42,1618.74,1467,4.6,14.7,3.9,59.8,8,10.26,0,6.9,1778,1176,1028.02,0,114.4
2019. 11. 19,화,17500,9748,335.7058824,99.481,1916.08,1620.02,1467.34,0.2,0,2.8,48,9.4,11.93,0,2.4,1778,1176,1028.02,0,114.4
2019. 11. 20,수,15000,9748,335.7058824,99.481,1917.07,1620.66,1467.21,0.5,0,1.8,35.5,9.4,12.18,0,2,1778,1176,1028.02,0,114.4
2019. 11. 21,목,16000,9748,335.7058824,99.481,1916.97,1621.18,1467.6,4.2,0,1.9,37.4,5.7,7.4,0,2.9,1778,1176,1028.02,0,114.4
2019. 11. 22,금,16000,9748,335.7058824,99.481,1916.46,1621.87,1467.89,9.7,0,2.1,34.1,9,11.2,0,6.3,1778,1176,1028.02,0,114.4
2019. 11. 25,월,16500,9748,335.7058824,99.481,1919.54,1622.85,1468.12,1.9,0,2.7,62.1,5.8,7.87,0,3.8,1778,1176,1028.02,0,114.4
2019. 11. 26,화,16500,9748,335.7058824,99.481,1919.05,1623.17,1468.57,6.6,0,2,64,7.9,9.78,0,5.7,1778,1176,1028.02,0,114.4
2019. 11. 27,수,14000,9748,335.7058824,99.481,1919.18,1622.99,1468.44,3.1,0,2.7,50.8,8.3,10.43,0,3.7,1778,1176,1028.02,0,114.4
2019. 11. 28,목,15000,9748,335.7058824,99.481,1917.66,1623.24,1468.36,3.5,0,2,52.4,9,11.21,0,3.8,1778,1176,1028.02,0,114.4
2019. 11. 29,금,14000,9748,335.7058824,99.481,1917.93,1623.25,1468.5,1.5,0,2,42.8,9.3,11.4,0,2.4,1778,1176,1028.02,0,114.4
2019. 12. 2,월,14000,9748,335.7058824,99.719,1916.49,1624.07,1468.55,-0.1,0,3.1,48,8.8,10.42,0,2,1151.01,1793.06,976,65,129.09
2019. 12. 3,화,14000,9748,335.7058824,99.719,1916.6,1624.94,1468.97,0.5,0.6,1.6,61.3,3.1,5.01,0,1.4,1151.01,1793.06,976,65,129.09
2019. 12. 4,수,14000,9748,335.7058824,99.719,1916.53,1625.46,1469.13,2,0,1.8,41.6,8.7,10.18,0,2.5,1151.01,1793.06,976,65,129.09
2019. 12. 5,목,15000,9748,335.7058824,99.719,1916.84,1625.91,1469.55,-4.4,0,3.2,31.9,9.2,11.34,0,-0.4,1151.01,1793.06,976,65,129.09
2019. 12. 6,금,0,9748,335.7058824,99.719,1916.46,1626.25,1469.55,-5.9,0,1.7,34.5,9.3,11.24,0,-2.9,1151.01,1793.06,976,65,129.09
2019. 12. 9,월,14000,9748,335.7058824,99.719,1916.94,1627.78,1470.41,3.2,0,2.5,56.8,1.4,3.46,0,0.7,1151.01,1793.06,976,65,129.09
2019. 12. 10,화,16000,9748,335.7058824,99.719,1916.97,1628.03,1470.82,8.1,1.7,1.2,82.3,2,5.03,0,5.9,1151.01,1793.06,976,65,129.09
2019. 12. 11,수,17500,9748,335.7058824,99.719,1916.72,1628.95,1471.17,6.3,0.2,3.4,62,5.2,5.75,0,5.8,1151.01,1793.06,976,65,129.09
2019. 12. 12,목,19000,9748,335.7058824,99.719,1917.39,1629.89,1471.49,-0.7,0,1.8,45.4,9.1,10.73,0,0.6,1151.01,1793.06,976,65,129.09
2019. 12. 13,금,15000,9748,335.7058824,99.719,1915.24,1629.25,1471.04,2.1,1,2,53.6,3.4,6.07,0,1.1,1151.01,1793.06,976,65,129.09
2019. 12. 16,월,17500,9748,335.7058824,99.719,1916.05,1630.51,1471.72,7.8,0,1.9,58.9,6.6,7.71,0,4.6,1151.01,1793.06,976,65,129.09
2019. 12. 17,화,16500,9748,335.7058824,99.719,1916.59,1631.64,1472.55,7.7,9.8,2.3,81.4,0,1.17,0,6.9,1151.01,1793.06,976,65,129.09
2019. 12. 18,수,17500,9748,335.7058824,99.719,1917.92,1631.94,1472.94,0.8,0,2.5,64.6,8.4,9.83,0,2.4,1151.01,1793.06,976,65,129.09
2019. 12. 19,목,17500,9748,335.7058824,99.719,1916.9,1632.49,1472.99,-0.8,0,2.4,47.8,8.5,9.96,0,0.5,1151.01,1793.06,976,65,129.09
2019. 12. 20,금,16000,9748,335.7058824,99.719,1916.66,1632.8,1473.4,-1.1,0,2.3,45.3,8.9,10.45,0,0.3,1151.01,1793.06,976,65,129.09
2019. 12. 23,월,13000,9748,335.7058824,99.719,1917.03,1634.22,1474.5,3.4,2.9,2,80.4,2.4,5.1,0,3.4,1151.01,1793.06,976,65,129.09
2019. 12. 24,화,15000,9748,335.7058824,99.719,1916.39,1634.87,1475.37,0.8,0,1.4,67.9,8,9.43,0,1.4,1151.01,1793.06,976,65,129.09
2019. 12. 25,수,0,9748,335.7058824,99.719,1917.46,1635,1475.52,2,0,1,60.8,3.3,6.64,0,1.5,1151.01,1793.06,976,65,129.09
2019. 12. 26,목,15000,9748,335.7058824,99.719,1917.72,1635.52,1476.03,2,0.3,2.4,59,1.3,3.72,0,2.4,1151.01,1793.06,976,65,129.09
2019. 12. 27,금,15000,9748,335.7058824,99.719,1917.95,1635.87,1476.42,-1.7,0,2.1,45.4,9,10.36,0,-0.9,1151.01,1793.06,976,65,129.09
2019. 12. 30,월,12000,9748,335.7058824,99.719,1918.74,1637.37,1477.17,2.7,0.4,2.9,70.3,0,2.24,0,3.3,1151.01,1793.06,976,65,129.09
2019. 12. 31,화,15000,9748,335.7058824,99.719,1919.93,1638.57,1478.33,-7.9,0,3.1,39.3,9.1,11.11,0,-3.5,1151.01,1793.06,976,65,129.09
2020. 1. 1,수,0,8904.352941,324.7058824,100.09,1920.63,1639.46,1479.14,-2.2,0.1,0.6,64.4,0.8,4.53,0,-0.9,1624,1383,1163.02,463,54
2020. 1. 2,목,15000,8904.352941,324.7058824,100.09,1921.87,1640.41,1479.85,1,0,1.2,65.4,0,3.47,0,0.1,1624,1383,1163.02,463,54
2020. 1. 3,금,11000,8904.352941,324.7058824,100.09,1922.04,1640.88,1480.06,-0.1,0,1.7,56.9,8.8,10.1,0,-0.4,1624,1383,1163.02,463,54
2020. 1. 6,월,11000,8904.352941,324.7058824,100.09,1922.3,1642,1480.84,3.1,1.8,3.1,65.4,0,2.03,0,1,1624,1383,1163.02,463,54
2020. 1. 7,화,11000,8904.352941,324.7058824,100.09,1923.37,1643.7,1482.34,6.3,46.3,4,95,0,0.75,0,5.1,1624,1383,1163.02,463,54
2020. 1. 8,수,13500,8904.352941,324.7058824,100.09,1923.49,1644.83,1483.69,2.4,11.6,3.3,86.1,0,1.84,0,4,1624,1383,1163.02,463,54
2020. 1. 9,목,14500,8904.352941,324.7058824,100.09,1926.08,1646.69,1485.34,-1.2,0,2.3,65.3,8.7,9.14,0,1.3,1624,1383,1163.02,463,54
2020. 1. 10,금,16000,8904.352941,324.7058824,100.09,1926.79,1647.61,1485.97,-0.6,0,1.5,62.9,7.5,9.39,0,0.2,1624,1383,1163.02,463,54
2020. 1. 13,월,20000,8904.352941,324.7058824,100.09,1928.39,1647.72,1486.07,-2.9,0,2.3,51,8.1,11.15,0,-1.3,1624,1383,1163.02,463,54
2020. 1. 14,화,15000,8904.352941,324.7058824,100.09,1925.91,1648.33,1485.96,-2.3,0,1.6,45.3,8.5,10.06,0,-1.6,1624,1383,1163.02,463,54
2020. 1. 15,수,17500,8904.352941,324.7058824,100.09,1925.93,1648.11,1485.91,-2.7,0,1.9,44.8,9.2,11.6,0,-2,1624,1383,1163.02,463,54
2020. 1. 16,목,19000,8904.352941,324.7058824,100.09,1925.53,1647.87,1485.95,-1.7,0,1.6,43,8.3,10.75,0,-1.6,1624,1383,1163.02,463,54
2020. 1. 17,금,19000,8904.352941,324.7058824,100.09,1925.9,1647.68,1485.42,-0.6,0,1.5,43.9,7.6,9.85,0,-0.8,1624,1383,1163.02,463,54
2020. 1. 20,월,19000,8904.352941,324.7058824,100.09,1925.64,1647.08,1484.87,0.7,0,2.5,46.8,8.7,10.24,0,-0.1,1624,1383,1163.02,463,54
2020. 1. 21,화,19000,8904.352941,324.7058824,100.09,1925.04,1646.92,1484.69,-0.4,0,1.4,36.9,9.2,11.55,0,-0.8,1624,1383,1163.02,463,54
2020. 1. 22,수,17500,8904.352941,324.7058824,100.09,1924.61,1646.6,1484.62,3,0,1.7,36,3.7,6.8,0,1.3,1624,1383,1163.02,463,54
2020. 1. 23,목,16500,8904.352941,324.7058824,100.09,1923.95,1646.19,1484.46,4.6,0,2,49.3,8.8,10.73,0,2.2,1624,1383,1163.02,463,54
2020. 1. 24,금,0,8904.352941,324.7058824,100.09,1923.93,1646.11,1484.47,2.8,0,1.7,63,8.8,10.53,0,1.9,1624,1383,1163.02,463,54
2020. 1. 27,월,0,8904.352941,324.7058824,100.09,1923.52,1644.86,1483.45,5.9,0.1,4.6,48.1,0,2.76,0,3.6,1624,1383,1163.02,463,54
2020. 1. 28,화,12500,8904.352941,324.7058824,100.09,1924.57,1643.96,1482.2,6.8,0,2.6,49.4,0,3.98,0,4.6,1624,1383,1163.02,463,54
2020. 1. 29,수,14000,8904.352941,324.7058824,100.09,1922.83,1644.12,1481.8,6,0,2.1,46.4,3.1,7.3,0,3.7,1624,1383,1163.02,463,54
2020. 1. 30,목,14000,8904.352941,324.7058824,100.09,1923.49,1643.38,1480.77,5.2,0,1.8,47,5.5,9.24,0,3,1624,1383,1163.02,463,54
2020. 1. 31,금,14000,8904.352941,324.7058824,100.09,1922.6,1642.15,1480.18,3.9,0,2.3,59.6,6.1,9.41,0,2.8,1624,1383,1163.02,463,54
2020. 2. 3,월,15000,8904.352941,324.7058824,100.16,1921.25,1639.8,1476.8,-0.4,0,3.1,43.6,9.6,13.56,0,2.3,756.09,1539.04,1031.02,652,96.02
2020. 2. 4,화,12500,8904.352941,324.7058824,100.16,1918.21,1636.27,1473.48,-1.6,1.7,2.8,50.3,6.4,10.01,0.8,0.3,756.09,1539.04,1031.02,652,96.02
2020. 2. 5,수,16000,8904.352941,324.7058824,100.16,1918.76,1635.76,1472.54,-8.3,0,3.3,37.3,9.7,14.82,0.7,-2.5,756.09,1539.04,1031.02,652,96.02
2020. 2. 6,목,16000,8904.352941,324.7058824,100.16,1916.83,1634.08,1470.6,-6.4,0,1.9,36.4,9.7,13.97,0,-2.7,756.09,1539.04,1031.02,652,96.02
2020. 2. 7,금,16000,8904.352941,324.7058824,100.16,1915.77,1632.12,1468.56,-1.7,0,2,45.1,6.1,10.14,0,-0.4,756.09,1539.04,1031.02,652,96.02
2020. 2. 10,월,17000,8904.352941,324.7058824,100.16,1914.59,1630.14,1465.77,4,0,1.7,49.4,9.7,14.22,0,3.4,756.09,1539.04,1031.02,652,96.02
2020. 2. 11,화,17000,8904.352941,324.7058824,100.16,1914.05,1627.49,1463.42,6.8,0,1.6,37,7.6,10.91,0,0.6,756.09,1539.04,1031.02,652,96.02
2020. 2. 12,수,19000,8904.352941,324.7058824,100.16,1912.68,1625.36,1461.02,7.4,6.7,2.2,73.4,0,2.86,0,5.8,756.09,1539.04,1031.02,652,96.02
2020. 2. 13,목,14000,8904.352941,324.7058824,100.16,1910.35,1621.84,1457.33,6.5,0,1.7,84.8,1.3,6.43,0,6.6,756.09,1539.04,1031.02,652,96.02
