지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 지면온도(°C)
143,대구,2017. 5. 11,20,,1.5,68,9.9,21.38,,22.2
143,대구,2017. 5. 12,18,0.5,1,81.3,0,4.37,,17.9
143,대구,2017. 5. 13,20.2,0,2.2,61.4,10.6,24.71,,24
143,대구,2017. 5. 14,19.7,,4.6,36,13,28.12,,24.4
143,대구,2017. 5. 15,19,,3.5,38.6,11.4,24.44,,24
143,대구,2017. 5. 16,18.8,,2,54.5,7.1,18.76,,23.8
143,대구,2017. 5. 17,19.4,,2,62.4,9.6,21.18,,24.7
143,대구,2017. 5. 18,22.4,,1.9,50,12.8,26.25,,27.8
143,대구,2017. 5. 19,25.1,,3.3,31.6,13.1,27.74,,29.6
143,대구,2017. 5. 20,25.3,,2.7,30.6,12.1,25.16,,31.5
143,대구,2017. 5. 21,24.1,,1.8,43.4,9.5,23.95,,28.6
143,대구,2017. 5. 22,22.3,,2,56,12.8,27.01,,30.4
143,대구,2017. 5. 23,21.8,,1.7,61.1,5.2,18.29,,27.1
143,대구,2017. 5. 24,21.2,0.1,1.7,74,3.5,14.16,,25.3
143,대구,2017. 5. 25,23.6,,3.2,48,12.3,27.92,,31.1
143,대구,2017. 5. 26,17.9,,3.4,49.1,12.7,28.03,,27.9
143,대구,2017. 5. 27,19.3,,2.1,56.6,13.1,27.49,,28.6
143,대구,2017. 5. 28,22.7,,1.9,53,13,24.79,,30
143,대구,2017. 5. 29,27.5,,2.2,40.9,12.6,25.84,,35.9
143,대구,2017. 5. 30,26.3,,1.3,43.1,7.4,20.19,,35.1
143,대구,2017. 5. 31,24.6,0,1.3,54,3.5,16.19,,31.3
143,대구,2017. 6. 1,23.8,,2.3,64.6,9.5,23.02,,31.8
143,대구,2017. 6. 2,20.2,,2.8,54,13.3,28.93,,29.6
143,대구,2017. 6. 3,20.7,0,2.8,49.5,13.1,28.26,,30
143,대구,2017. 6. 4,20.7,,2.1,46.8,13.5,29.18,,28.4
143,대구,2017. 6. 5,19.6,,3.1,55.4,12.3,26.63,,26.5
143,대구,2017. 6. 6,17.9,1.5,2,77.4,0.4,8.55,,22.7
143,대구,2017. 6. 7,21.3,0.1,3.1,76.4,1.1,11.32,,24.3
143,대구,2017. 6. 8,22.6,,3.6,51,10.5,25.96,,28.3
143,대구,2017. 6. 9,25.6,,2.6,42.1,12.3,26.22,,31.6
143,대구,2017. 6. 10,22.5,,2.9,47.3,2.1,16.79,,28.5
143,대구,2017. 6. 11,21.1,,3.4,48.3,11.4,28.09,,32
143,대구,2017. 6. 12,19.2,,4,62.3,8.4,21.27,,27.3
143,대구,2017. 6. 13,20.5,2,2.1,63.8,8,21.14,,27.1
143,대구,2017. 6. 14,22.6,0,2.4,59.1,12.1,27.87,,29.7
143,대구,2017. 6. 15,25.8,,3.3,42.1,13.4,27.37,,32.8
143,대구,2017. 6. 16,22.1,,4.4,65.9,12.7,26.55,,31.3
143,대구,2017. 6. 17,23.5,,2.4,62,12.6,26.9,,32.5
143,대구,2017. 6. 18,26.1,,2.3,56.4,12.7,27.26,,36.9
143,대구,2017. 6. 19,28.6,,1.3,45.8,12.2,25.76,,36.9
143,대구,2017. 6. 20,25,3,1.6,57.4,2.5,14.86,,31.1
143,대구,2017. 6. 21,24.2,1,1.5,68.1,7.1,20.99,,31.1
143,대구,2017. 6. 22,26,,1.4,56.1,12.4,23.19,,33.6
143,대구,2017. 6. 23,26.6,,2,55.5,9,22.92,,33.7
143,대구,2017. 6. 24,25.8,0,1.8,56.3,5.1,19.44,,33.3
143,대구,2017. 6. 25,23.5,51.5,2.4,73.4,5.1,15.93,,29.1
143,대구,2017. 6. 26,21.9,12,2.5,86.5,2,12.7,,26.3
143,대구,2017. 6. 27,23.9,0.1,1.8,73,3.9,17.85,,26.8
143,대구,2017. 6. 28,25.9,,1.3,63.6,9,24.46,,32.7
143,대구,2017. 6. 29,25.2,0.1,1.2,70.3,2.9,14.82,,31
143,대구,2017. 6. 30,27.1,0.2,1.6,68,6.6,19.85,,31.7
143,대구,2017. 7. 1,27.5,0.5,1.7,72.5,0.3,9.56,,29.5
143,대구,2017. 7. 2,27.4,2.5,1.1,78.5,0.9,9.64,,27.7
143,대구,2017. 7. 3,28.7,1.5,2,70.6,3.1,14.32,,34.5
143,대구,2017. 7. 4,26.4,0.3,1.6,81.9,1.3,11.4,,29.5
143,대구,2017. 7. 5,27.4,,2.2,70.5,6.1,19.89,,34.3
143,대구,2017. 7. 6,26.9,,1.7,76.9,2,14.45,,31.8
143,대구,2017. 7. 7,26.8,1.5,1.2,81.6,0.8,9.18,,30.7
143,대구,2017. 7. 8,26.8,6.5,1,84.6,0.5,8.85,,30.1
143,대구,2017. 7. 9,29.3,,1.4,72.9,5.9,19.12,,34.7
143,대구,2017. 7. 10,29.5,0,2,69.4,0.6,10.44,,32.2
143,대구,2017. 7. 11,29.7,,2.7,62.5,6.2,18.9,,33
143,대구,2017. 7. 12,30.6,,2.7,56.6,11.8,25.28,,39.4
143,대구,2017. 7. 13,30.8,,2.2,55.5,13.1,26.85,,39.6
143,대구,2017. 7. 14,28.2,10,1.9,71.3,6.2,16.09,,33
143,대구,2017. 7. 15,26.3,3,1.4,84.3,0.5,10.08,,27.2
143,대구,2017. 7. 16,28.7,0,1.7,74,3.9,16.12,,30.3
143,대구,2017. 7. 17,27,3.5,2,77.9,2.2,13.47,,29.7
143,대구,2017. 7. 18,27.6,,2.2,75.6,5.1,17.29,,29.4
143,대구,2017. 7. 19,29.6,,1.5,66.9,9.2,21.93,,33.8
143,대구,2017. 7. 20,30.8,,1.5,64.5,10.4,22.82,,35.8
143,대구,2017. 7. 21,31.8,,1.9,64.9,8.4,18.12,,35.3
143,대구,2017. 7. 22,28.8,17,1.9,77.1,3.5,15.27,,32.3
143,대구,2017. 7. 23,27.7,0,1.3,81.3,0,8.91,,28.8
143,대구,2017. 7. 24,28.5,11.5,1.2,85.3,3.2,13.22,,29.4
143,대구,2017. 7. 25,25.9,3.5,2.6,88.4,0.6,7.84,,28.5
143,대구,2017. 7. 26,25.4,,3.5,66.3,11.4,25.41,,28.6
143,대구,2017. 7. 27,26.4,,2.1,61.3,12.7,27.03,,30.5
143,대구,2017. 7. 28,28.2,0,1.9,65.4,6.9,17.15,,31.1
143,대구,2017. 7. 29,,30,3.1,91.3,0,6.92,,
143,대구,2017. 7. 30,26.3,0.5,1.5,81.4,2.5,14.68,,28.1
143,대구,2017. 7. 31,24.8,13.5,1.5,95,0,5.28,,26.6
143,대구,2017. 8. 1,26.9,7.5,1.8,80.3,7.5,18.26,,29.9
143,대구,2017. 8. 2,26.4,,3.4,76.6,8.1,22.22,,30.4
143,대구,2017. 8. 3,26.9,,2.9,74.3,9,22.62,,31
143,대구,2017. 8. 4,29.3,,2.5,72.8,12,24.42,,33.1
143,대구,2017. 8. 5,30.1,,2.8,72.5,12,23.88,,34.5
143,대구,2017. 8. 6,30.9,,2.4,65.9,11.4,24.51,,36.9
143,대구,2017. 8. 7,30.9,0,2.3,62.1,11.7,24.3,,36.3
143,대구,2017. 8. 8,29.9,0,1.9,60.5,6.6,19.94,,33.7
143,대구,2017. 8. 9,27,6,2.2,83.6,0.2,6.85,,30.2
143,대구,2017. 8. 10,24.7,24.5,1.8,96.1,1.1,6.02,,27
143,대구,2017. 8. 11,26,1,2,80.1,8.4,20.51,,29.3
143,대구,2017. 8. 12,24.9,,2.4,76.9,7.3,18.68,,28.4
143,대구,2017. 8. 13,23.6,0,2.3,81.4,0.1,7.75,,25.3
143,대구,2017. 8. 14,22.4,65,2.6,95,0,4.33,,23.8
143,대구,2017. 8. 15,23.5,5.5,1.6,95,0,5.03,,25.4
143,대구,2017. 8. 16,25.2,10,2.2,87.3,4.3,14.76,,28.7
143,대구,2017. 8. 17,25.1,17.5,2.8,83,3.6,15.23,,27.3
143,대구,2017. 8. 18,25.5,9,1.4,82.3,5.6,17.14,,29.3
143,대구,2017. 8. 19,25.1,16.5,1.9,87.6,3.9,15.87,,29.2
143,대구,2017. 8. 20,25.5,0.5,2.1,88.4,1,9.72,,27.5
143,대구,2017. 8. 21,26.1,6,1.6,91.5,2.9,11.95,,28.5
143,대구,2017. 8. 22,27.5,0.2,1.3,85.1,6.5,16.59,,29.3
143,대구,2017. 8. 23,30.4,0,1.7,73.1,9.5,21.12,,32.5
143,대구,2017. 8. 24,31,1,3.4,66.4,9.1,19.42,,32.7
143,대구,2017. 8. 25,28.6,1,1.9,61,8.4,19.45,,31
143,대구,2017. 8. 26,25.5,,2.3,50,11.5,23.89,,29.5
143,대구,2017. 8. 27,23.7,,1.8,61.1,11.2,23.44,,30.1
143,대구,2017. 8. 28,26,,1.4,66.6,10.5,21.43,,32
143,대구,2017. 8. 29,26.1,0.1,2.4,53.4,10.9,23.81,,32.1
143,대구,2017. 8. 30,21.9,0,2.2,49.9,1,10.97,,26.2
143,대구,2017. 8. 31,21.9,,2,62.6,10.4,21.45,,27.8
143,대구,2017. 9. 1,21.2,,2.6,62.1,10.7,22.48,,28.1
143,대구,2017. 9. 2,20.6,,2.1,66,7.9,17.19,,25.8
143,대구,2017. 9. 3,21.5,,2.1,65.9,11.5,23.59,,28.6
143,대구,2017. 9. 4,22.3,,2.3,71.1,6.6,17.33,,27.7
143,대구,2017. 9. 5,21.4,0.5,1.2,86.4,0.1,6.56,,25.5
143,대구,2017. 9. 6,21.3,6,1.3,89.8,0.1,6.75,,24.8
143,대구,2017. 9. 7,22.5,0.5,1.6,74.9,5.7,15.13,,25.2
143,대구,2017. 9. 8,23.6,,1.2,70.6,8.4,19.36,,26.8
143,대구,2017. 9. 9,23.6,,1,68,8,16.5,,27.4
143,대구,2017. 9. 10,23.1,0,2,75.3,3.7,14.74,,27.2
143,대구,2017. 9. 11,20.9,35.5,1.9,93,0,3.41,,22.3
143,대구,2017. 9. 12,24.4,,1.9,62.9,11.3,21.64,,28.8
143,대구,2017. 9. 13,22.7,,2.1,51.6,12,22.59,,27.1
143,대구,2017. 9. 14,21.3,,2.3,68,11.4,20.84,,26.6
143,대구,2017. 9. 15,21,,3.4,59.5,7.3,15.79,,24.2
143,대구,2017. 9. 16,21.6,,2.9,64,1.6,10.24,,22.7
143,대구,2017. 9. 17,21.8,1,1.3,76.8,0.5,6.04,,22.4
143,대구,2017. 9. 18,22.3,,1.4,64.5,10.2,19.53,,29
143,대구,2017. 9. 19,23.5,,1.6,61.3,6.9,15.56,,26.5
143,대구,2017. 9. 20,21.6,,2.6,53.1,5.2,12.79,,25.1
143,대구,2017. 9. 21,19.7,,1.3,65.3,10.8,19.03,,26.1
143,대구,2017. 9. 22,20.9,,1,66.1,10.4,19.14,,27
143,대구,2017. 9. 23,21.6,,1.1,66.3,7.7,15.59,,25.8
143,대구,2017. 9. 24,22.1,,1.2,71.5,9.3,16.31,,26.6
143,대구,2017. 9. 25,22.9,,2.3,66.3,9.8,18.31,,28.3
143,대구,2017. 9. 26,22.4,,2.2,70.6,9.4,18.15,,29.3
143,대구,2017. 9. 27,18.1,54,1.5,95.4,0,3.08,,20.3
143,대구,2017. 9. 28,20.8,,2.2,64.3,8,17,,23.6
143,대구,2017. 9. 29,17.4,,2.2,38.9,10.5,19.04,,21.5
143,대구,2017. 9. 30,17.4,,1.2,63.3,11,19.6,,22.3
143,대구,2017. 10. 1,16,2.5,1.4,83,0,5.49,,17.8
143,대구,2017. 10. 2,20.2,18,1.3,90.6,0,6.4,,22.3
143,대구,2017. 10. 3,19.5,,2.9,79.1,8.2,16.92,,24.8
143,대구,2017. 10. 4,17.9,,3.3,68,5.5,14.54,,20.8
143,대구,2017. 10. 5,16.5,0.1,1.6,72.3,0.1,6.89,,18
143,대구,2017. 10. 6,16,6.5,1,93.8,0,3.46,,17.4
143,대구,2017. 10. 7,20,,1.6,84.1,1.2,10.56,,22.9
143,대구,2017. 10. 8,21.3,,0.9,76.9,7.5,15.94,,26.4
143,대구,2017. 10. 9,22.5,,1,74,10.3,16.93,,26.6
143,대구,2017. 10. 10,22.7,,1.5,75,7.5,13.79,,24.2
143,대구,2017. 10. 11,20.3,,2,78.1,0.9,5.04,,22.7
143,대구,2017. 10. 12,14.8,27,1.3,87.1,0,1.74,,16.5
143,대구,2017. 10. 13,15.4,,2.5,53.8,10.2,17.62,,16
143,대구,2017. 10. 14,15.3,,1.8,58,7.5,14.56,,16.4
143,대구,2017. 10. 15,15.5,0.2,1.8,70.3,0.4,6.2,,15.5
143,대구,2017. 10. 16,15.8,,1.1,71.6,0.4,5.62,,16.2
143,대구,2017. 10. 17,15.6,,2.1,75.9,7.6,13.91,,17.1
143,대구,2017. 10. 18,16.3,0,2.3,61.8,0.4,6.34,,16.3
143,대구,2017. 10. 19,15.5,0,1.4,75.8,2.8,8.54,,16.8
143,대구,2017. 10. 20,15.6,,1.6,75.3,6,11.2,,17.6
143,대구,2017. 10. 21,15.3,,1.8,71.4,8.2,13,,16.6
143,대구,2017. 10. 22,16.8,,2.9,56.3,7,13.41,,17
143,대구,2017. 10. 23,14.4,,1.7,49.3,8.9,14.11,,20.3
143,대구,2017. 10. 24,12.5,,1.6,70.4,3.6,9.51,,15.2
143,대구,2017. 10. 25,12.5,,0.9,72.4,9.3,14.49,,15.3
143,대구,2017. 10. 26,12.5,,0.9,74.5,4,11.04,,14.1
143,대구,2017. 10. 27,15.2,,1.5,73.6,5.1,11.78,,17.6
143,대구,2017. 10. 28,15.8,,1.6,77.9,3.5,7.65,,16.6
143,대구,2017. 10. 29,14.7,,3.1,59.1,8.4,12.48,,16.1
143,대구,2017. 10. 30,9.7,,2.9,31.4,10,15.31,,12.4
143,대구,2017. 10. 31,9.5,,1.1,51.4,10,15.29,,11.1
143,대구,2017. 11. 1,12.1,,1.3,61,9.7,13.81,,14.3
143,대구,2017. 11. 2,13.6,,0.8,70,7.1,10.18,,15.4
143,대구,2017. 11. 3,13.2,0,2.2,68.4,5.3,9.22,,13.2
143,대구,2017. 11. 4,9.5,,2.4,51.5,8,13,,12.6
143,대구,2017. 11. 5,9.1,,1.6,55.6,9.9,14.33,,10.3
143,대구,2017. 11. 6,10,,1.2,60.1,9.4,13.37,,11.1
143,대구,2017. 11. 7,12.9,,1,68.4,7.3,11.13,,13.2
143,대구,2017. 11. 8,15.4,,2.7,51.4,8.4,12.21,,15.5
143,대구,2017. 11. 9,10.6,,1.1,54.3,9.5,12.49,,12.3
143,대구,2017. 11. 10,13,0,3.1,59,8.1,11.6,,13.9
143,대구,2017. 11. 11,7.9,,3.3,37.8,9.6,13.56,,10.1
143,대구,2017. 11. 12,6.5,,1.1,50.9,9.2,12.76,,8.1
143,대구,2017. 11. 13,8.6,,1,51.4,6.7,10,,9.1
143,대구,2017. 11. 14,10.6,,2.7,42.4,8.8,11.3,,10.3
143,대구,2017. 11. 15,7,,2.9,42.1,8.2,10.33,,7.5
143,대구,2017. 11. 16,4.9,,2.3,40.5,9.5,12.65,,6.8
143,대구,2017. 11. 17,5.6,,0.8,49.1,4.5,7.08,,5.4
143,대구,2017. 11. 18,3.6,0,4.2,36.5,9.3,12.39,,6.2
143,대구,2017. 11. 19,1.7,,3.8,31.8,8.5,12.49,,3.3
143,대구,2017. 11. 20,4.6,,2.8,39.9,9.1,12.28,,6
143,대구,2017. 11. 21,4.1,,0.9,56.3,9.3,11.73,,3.9
143,대구,2017. 11. 22,5.9,,1.4,54,0.9,4.48,,5.7
143,대구,2017. 11. 23,3.4,,3.2,43,6.5,8.87,,2.6
143,대구,2017. 11. 24,2.5,0.1,2.2,67,4.2,7.67,0.2,3.4
143,대구,2017. 11. 25,3.3,,0.9,63.6,8.1,10.91,,3.3
143,대구,2017. 11. 26,6.6,0,1.1,73.4,4.8,6.61,,4.8
143,대구,2017. 11. 27,5.7,,0.8,73.1,8.3,9.92,,5.6
143,대구,2017. 11. 28,8.4,,1,74.4,4.6,6.42,,6.9
143,대구,2017. 11. 29,9.4,,2.3,46.3,5,8.47,,8.6
143,대구,2017. 11. 30,4.1,,4.6,20.5,7,10.33,,6.6
143,대구,2017. 12. 1,0.2,,3.3,29.9,9.2,11.95,,1.2
143,대구,2017. 12. 2,1.7,,0.9,44,8.9,10.53,,2
143,대구,2017. 12. 3,4.1,,0.8,59.9,8.6,9.63,,3.5
143,대구,2017. 12. 4,3.2,,3.2,52.1,6.3,8.14,,4.1
143,대구,2017. 12. 5,-1.4,,4.1,36,9.2,11.45,,-0.2
143,대구,2017. 12. 6,0.1,0,1.1,56.3,7.8,9.85,,0.9
143,대구,2017. 12. 7,2.2,0,1.5,60,2.1,4.1,,2.1
143,대구,2017. 12. 8,-0.3,,4,33.9,9.2,11.16,,0.4
143,대구,2017. 12. 9,1.7,,1.6,53,5.7,9.1,,2.5
143,대구,2017. 12. 10,4.1,0,2.2,62.6,2.4,5.89,,5
143,대구,2017. 12. 11,-1.6,,5.1,39.6,8.5,9.2,,0.5
143,대구,2017. 12. 12,-4.8,,4,31.9,9.2,11.3,,-3.1
143,대구,2017. 12. 13,-3.3,,3.4,25,9.1,11.4,,-2.5
143,대구,2017. 12. 14,-2.8,,0.7,37.5,7.5,9.07,,-3.5
143,대구,2017. 12. 15,0.6,,1.5,34.1,6.8,9.14,,-0.3
143,대구,2017. 12. 16,-0.2,,4.5,37.9,7.2,8.68,,1
143,대구,2017. 12. 17,-3.2,,3.8,35.5,9.2,11.05,,-1.8
143,대구,2017. 12. 18,0.3,,1.4,49.4,8.7,9.88,,0
143,대구,2017. 12. 19,0.3,0,3.3,38,8.5,9.89,,0.6
143,대구,2017. 12. 20,-0.4,,1.5,44.3,9,10.36,,-0.6
143,대구,2017. 12. 21,0.7,,2,45.1,9,10.68,,0.8
143,대구,2017. 12. 22,1.9,,1.1,55.8,8.9,9.67,,0.8
143,대구,2017. 12. 23,2.3,,0.5,66.5,7.7,8.26,,1.5
143,대구,2017. 12. 24,3.1,11,2.5,75.5,0.1,1.76,,3.3
143,대구,2017. 12. 25,1.6,,4.3,37.5,9,10.94,,1
143,대구,2017. 12. 26,1.1,0,4,39.8,6.9,8.56,,0.3
143,대구,2017. 12. 27,-2.3,,4.5,24.9,9.1,11.37,,-2.1
143,대구,2017. 12. 28,0.5,,2.8,37.6,5,7.29,,-0.7
143,대구,2017. 12. 29,5,,2.2,58.6,6.1,8.35,,3
143,대구,2017. 12. 30,3.4,,1,70.1,3,6.76,,3.2
143,대구,2017. 12. 31,3.6,0,3.9,43.1,8.2,10.22,,3.5
156,광주,2017. 1. 1,4.5,,0.7,80.6,7.4,10.25,,2.4
156,광주,2017. 1. 2,7.2,0,1,81.6,4.8,7.89,,3.9
156,광주,2017. 1. 3,5.7,,1,68.3,8.7,10.7,,2.4
156,광주,2017. 1. 4,5,,0.8,77.1,7.5,9.35,,2.3
156,광주,2017. 1. 5,6.8,0,1.6,71.3,0,5.15,,3.4
156,광주,2017. 1. 6,8.2,0,1.6,65.9,7.9,10.18,,6.3
156,광주,2017. 1. 7,6.6,0,0.9,71.4,0.4,5.65,,3.2
156,광주,2017. 1. 8,8.7,1.2,1.8,73.8,4.2,9.21,,8.8
156,광주,2017. 1. 9,5.1,0,1.9,65.6,5.6,8.29,,4.5
156,광주,2017. 1. 10,2.8,,1.9,57.4,4.8,9.83,,1.8
156,광주,2017. 1. 11,0.1,0,2.3,53.4,8.5,11.9,,0.9
156,광주,2017. 1. 12,2.3,0.1,1.1,76.3,1.9,6.05,,0.1
156,광주,2017. 1. 13,-0.1,0.1,1.5,71.3,3.3,6.69,0.5,-1.8
156,광주,2017. 1. 14,-3,0.3,2.7,59.9,7.4,10.33,1.9,-1.3
156,광주,2017. 1. 15,-3,,2.1,50.8,9.4,12.74,,-2.8
156,광주,2017. 1. 16,-0.6,,1.4,48.5,9.1,12.41,,-2.4
156,광주,2017. 1. 17,0.3,,0.7,48.9,3.9,8.4,,-1.7
156,광주,2017. 1. 18,2.3,,2.3,55.8,4.8,9.13,,-0.3
156,광주,2017. 1. 19,2.2,,1.4,66.3,8.3,10.84,,1
156,광주,2017. 1. 20,-0.3,2.5,2.2,77.1,1.3,2.58,5.3,-1.2
156,광주,2017. 1. 21,-0.5,0.8,1.4,78.8,2.6,7.65,4,-1.2
156,광주,2017. 1. 22,-1.7,1,1.8,80.6,3.8,5.35,6,-1.1
156,광주,2017. 1. 23,-3.6,0.1,1.9,69.8,7.3,10.78,8.3,0.5
156,광주,2017. 1. 24,-2,,1.5,65.8,8.4,12.77,4,-1.6
156,광주,2017. 1. 25,-1.3,,1.4,64.4,9.3,13.63,,-0.7
156,광주,2017. 1. 26,0.8,,1.3,57.6,8.7,13.19,,-0.2
156,광주,2017. 1. 27,2,0.6,1.9,56.6,7.6,13.36,,1.7
156,광주,2017. 1. 28,3.4,,1.2,43.8,8.7,13.67,,1.6
156,광주,2017. 1. 29,5.3,4.6,0.7,88.1,0,2.21,,4.4
156,광주,2017. 1. 30,-0.2,0.4,2.5,62.5,3.1,7.56,,0.7
156,광주,2017. 1. 31,-1.4,,1.6,51.9,9,14.23,,-0.7
156,광주,2017. 2. 1,-0.1,,1.7,45.3,7.3,12.51,,-0.2
156,광주,2017. 2. 2,0.2,,1.5,43.6,9.8,15.5,,-0.8
156,광주,2017. 2. 3,3,,1.1,58.1,6.5,12.4,,1.1
156,광주,2017. 2. 4,6.7,0.3,1.1,59.1,0.2,7.47,,4.5
156,광주,2017. 2. 5,5.2,1.1,1.5,86.3,0,2.27,,4.1
156,광주,2017. 2. 6,1.7,0,1.9,55,9.2,14.84,,1.4
156,광주,2017. 2. 7,1.7,,1.3,50.9,5,11.26,,1.1
156,광주,2017. 2. 8,1.9,0,1.1,58.9,0.2,7.28,,1.3
156,광주,2017. 2. 9,-1.4,1.3,2.3,72.3,4.9,10.61,1.7,0.5
156,광주,2017. 2. 10,-3.5,3.7,1.5,82.6,2.4,7.07,5,-1.1
156,광주,2017. 2. 11,-1.7,0.2,1.2,76.1,4.9,9.76,3.1,0.9
156,광주,2017. 2. 12,1.1,0,1.1,63.4,9.2,14.47,,1.6
156,광주,2017. 2. 13,2.7,,1.3,72.5,9,14.58,,2.1
156,광주,2017. 2. 14,3.5,,1.5,55,9.8,16.37,,2.4
156,광주,2017. 2. 15,4.4,,1,53,9.8,16.21,,3.1
156,광주,2017. 2. 16,8.2,6.1,1.6,80.1,5.6,11.31,,5.5
156,광주,2017. 2. 17,5.5,0.9,2.1,62.8,7.5,14.56,,6.6
156,광주,2017. 2. 18,0.7,,1.8,44.5,10.1,17.25,,0.9
156,광주,2017. 2. 19,5.6,0.1,2.4,54.9,5.6,12.41,,3.4
156,광주,2017. 2. 20,3.4,8.5,2.8,68.6,6.3,13.66,,5.3
156,광주,2017. 2. 21,3,,1.6,45.5,10.3,17.46,,2.6
156,광주,2017. 2. 22,6,19.7,1.5,89.6,0,1.72,,4.6
156,광주,2017. 2. 23,1.7,,2.7,59.6,8.3,16.98,,3.1
156,광주,2017. 2. 24,1.7,,1.9,48.4,10.2,18.61,,2.5
156,광주,2017. 2. 25,4.5,0,1,48.5,10.2,17.91,,4
156,광주,2017. 2. 26,4.3,,1,54.4,9,16.12,,3.8
156,광주,2017. 2. 27,5.1,,1,51.8,10.5,17.95,,5.2
156,광주,2017. 2. 28,6.3,,1,44.8,10.4,18.42,,6.4
156,광주,2017. 3. 1,7.7,4.3,1.7,63.4,5.9,14.1,,8
156,광주,2017. 3. 2,2.8,1.7,2.4,67,8.1,17.48,,4.7
156,광주,2017. 3. 3,5.2,,0.9,54.3,9.8,18.4,,4.9
156,광주,2017. 3. 4,7.4,,1,55.1,10.1,19.19,,7.8
156,광주,2017. 3. 5,7.3,,1.1,58.1,5.6,14.6,,8.8
156,광주,2017. 3. 6,3.3,,2.6,41.6,10.8,20.95,,6.7
156,광주,2017. 3. 7,0.5,1.5,1.8,58.6,4.4,11.78,1.9,0.8
156,광주,2017. 3. 8,2.3,0.3,1.7,65.5,6.2,13.59,0.5,3.2
156,광주,2017. 3. 9,6.6,,2.5,51.4,10.7,20.17,,7.2
156,광주,2017. 3. 10,7.6,,1.1,47,10.8,20.87,,8.6
156,광주,2017. 3. 11,8.7,,1,35.6,10.3,19.76,,9.4
156,광주,2017. 3. 12,9.9,,1.2,33.1,9.4,19.74,,12
156,광주,2017. 3. 13,8.6,,1.8,51.1,7.7,17.61,,11.7
156,광주,2017. 3. 14,6,,1.8,50,10.9,21.95,,8.9
156,광주,2017. 3. 15,6,,1.2,48.5,10.7,21.27,,9.6
156,광주,2017. 3. 16,6.6,,1.5,48.4,7.9,18.14,,9.7
156,광주,2017. 3. 17,7.8,,1.2,44.5,10.8,21.57,,11
156,광주,2017. 3. 18,9.9,,1.2,36.4,6.2,14.28,,11.4
156,광주,2017. 3. 19,11.4,,1.3,37.5,9.7,20.61,,13.2
156,광주,2017. 3. 20,8.7,7.3,1.5,72.1,0,4.94,,7.1
156,광주,2017. 3. 21,7.2,0.5,1.8,62.5,10,22.13,,9.3
156,광주,2017. 3. 22,7.7,,0.9,54.5,5,17.03,,8.8
156,광주,2017. 3. 23,9.9,,1.2,41.4,7.1,17.14,,11.4
156,광주,2017. 3. 24,9.3,,1.1,54.1,1.1,12.52,,9.4
156,광주,2017. 3. 25,7,11.4,1.4,92.9,0.3,6.12,,7.4
156,광주,2017. 3. 26,7,,0.9,75.3,5.2,16.51,,7.6
156,광주,2017. 3. 27,7.5,3.2,1.4,74.3,7.4,17.08,,9.5
156,광주,2017. 3. 28,8.2,1.1,1.5,67,5.7,18.2,,9.5
156,광주,2017. 3. 29,8,1.9,2.1,93.5,0,4.72,,8.2
156,광주,2017. 3. 30,11.8,,1.3,64.4,10.4,23.21,,12.5
156,광주,2017. 3. 31,10.9,0,1.3,68.6,2.8,13.49,,10.5
156,광주,2017. 4. 1,9.3,,1.5,69.9,8.4,20.35,,12.7
156,광주,2017. 4. 2,9.4,,1.5,58.6,10.4,23.44,,12.1
156,광주,2017. 4. 3,11.8,,1.2,46.6,11.4,24.49,,14
156,광주,2017. 4. 4,14.8,,1.1,40.6,10.2,21.73,,16.7
156,광주,2017. 4. 5,15,25.9,2.4,86.8,0,3.86,,13
156,광주,2017. 4. 6,14.3,3.1,2.4,98.4,0,3.43,,14.1
156,광주,2017. 4. 7,15.3,,1.4,76.1,8.6,21.47,,16.4
156,광주,2017. 4. 8,16.8,,1.3,69.1,10.3,24.09,,18.5
156,광주,2017. 4. 9,15.9,0,1.9,68,7.2,20.81,,19.3
156,광주,2017. 4. 10,16.6,0.2,3.1,44.5,5.8,20.37,,20.3
156,광주,2017. 4. 11,12.5,11,2.1,69.5,8.5,21.71,,15.3
156,광주,2017. 4. 12,13.2,,2.4,23.9,10.6,23.76,,14
156,광주,2017. 4. 13,13.7,,2.1,45.8,11.2,23.03,,15.5
156,광주,2017. 4. 14,15.6,0,3.3,57.4,8.1,17.9,,16.5
156,광주,2017. 4. 15,18.8,0.7,1.2,67.1,10.9,23.2,,21.8
156,광주,2017. 4. 16,20.3,,1.4,56,9.2,24.94,,23.1
156,광주,2017. 4. 17,16,10.7,1.5,90.4,0.7,2.97,,15.4
156,광주,2017. 4. 18,14,0,2.4,78.3,5.1,16.74,,16.5
156,광주,2017. 4. 19,14.1,,1.5,42.9,11.9,26.5,,16.9
156,광주,2017. 4. 20,12.6,0.8,1.3,59.6,0.7,7.07,,13.6
156,광주,2017. 4. 21,14.6,,1.8,56.5,8.7,22.5,,18.4
156,광주,2017. 4. 22,14.5,0,1.2,57,10.6,23.21,,16.6
156,광주,2017. 4. 23,15.4,,1.6,60.5,12.1,26.33,,20.6
156,광주,2017. 4. 24,16.7,,2.2,51.4,11.9,28.18,,21.8
